"NUTS3_Code","Region"
"ITC4C|UKJ21|UKI31|DE300|DE40C|DE415","Metropolitan City of Milan|Brighton and Hove|Camden and City of London|Berlin|Oder-Spree District"
"ITC4D|CH021|DEE01|AT130","Province of Monza and Brianza|canton of Bern|Dessau-Roßlau|Vienna"
"ITF11|ES614|EE008|EL612|HR033|RO114|DEG01","Province of L'Aquila|Granada Province|Lõuna-Eesti|Λάρισα|Zadarska županija|Maramureş|Erfurt"
"ITF13|ES523|DE138|BG411|RO316|HU321|UKD37","Province of Pescara|Valencia Province|Konstanz|София (столица)|Prahova|Hajdú-Bihar|Greater Manchester North East"
"ITF31|ES511|ITF22|BG331|DE600","Province of Caserta|Barcelona Province|Province of Campobasso|Варна|Hamburg"
"ITF33|DE122|FRG03|NL414|NL213|DEA11","Province of Naples|Karlsruhe|Mayenne|Zuidoost-Noord-Brabant|Twente|Düsseldorf"
"ITF33|ES511|BE211|RO114|NO081|AT130|CZ064|HR035|DEA11","Province of Naples|Barcelona Province|Arrondissement of Antwerp|Maramureş|Oslo|Vienna|South Moravian Region|Split-Dalmatia County|Düsseldorf"
"ITF47|DEA1B|HU222|PL841|BE100","Province of Bari|Kleve|Vas|Białostocki|Arrondissement of Brussels-Capital"
"ITG13|IE022|IE062|ES521|DEA58|PT111|HR064|CY000|PL227","Province of Messina|Mid-East Region, Ireland|Alicante Province|Märkischer Kreis|Alto Minho Subregion|Krapinsko-zagorska županija|Cyprus|Rybnicki"
"ITG13|UKL15|UKL16|UKL17|UKL21|UKL22|PT170|PL911|RO121|DE600","Province of Messina|South Wales|Lisbon metropolitan area|Miasto Warszawa|Alba|Hamburg"
"ITH34|DEE08|SI041|DE232|DE231|HU322","Province of Treviso|Burgenlandkreis|Osrednjeslovenska|Regensburg|Amberg|Jász-Nagykun-Szolnok"
"ITH34|IE025|IE053|ES211|DEE01|SI032|PT170|HR033|LT022|UKJ12|SK021","Province of Treviso|South-West Region, Ireland|Araba / Álava|Dessau-Roßlau|Podravska|Lisbon metropolitan area|Zadarska županija|Kauno apskritis|Milton Keynes|Trnava Region"
"ITH35|DE929|UKH12|EE008|EE001|RO321|UKH17","Province of Venice|Hanover region|Cambridgeshire|Lõuna-Eesti|Põhja-Eesti|Bucureşti|Breckland and South Norfolk"
"ITH35|DED2C|SI041|AT323|HR031|HU311|PL711|ITH42|CZ064|SK010","Province of Venice|Bautzen District|Osrednjeslovenska|Salzburg und Umgebung|Primorsko-goranska županija|Borsod-Abaúj-Zemplén|Miasto Łódź|Province of Udine|South Moravian Region|Bratislava Region"
"ITH35|DEE03|DEE31|DEE02|DEE21|SI034|HR031|PL911|PL613","Province of Venice|Magdeburg|Halle|Savinjska|Primorsko-goranska županija|Miasto Warszawa|Bydgosko-toruński"
"ITH43|BG331|FRG01|ITI16|DE600","Province of Gorizia|Варна|Loire-Atlantique|Province of Livorno|Hamburg"
"ITH44|DED44|SI041|AT221|HU110|PL516|DE300|CZ064","Province of Trieste|Vogtlandkreis|Osrednjeslovenska|Graz-Umgebung District|Budapest|Legnicko-głogowski|Berlin|South Moravian Region"
"ITH44|IT311|ITD10|ITH10|ITH35|ITH31|CH062|DEA2C|SI041|SI032|DE232|DE21M|AT211|AT342|DE212|AT130","Province of Trieste|South Tyrol|Province of Venice|Province of Verona|Uri|Rhein-Sieg District|Osrednjeslovenska|Podravska|Regensburg|Traunstein|Krumpendorf am Wörther See|Rheintal-Bodenseegebiet|Munich|Vienna"
"ITH44|IT311|ITD10|ITH10|ITH36|SI041|AT112|HU110|HU221|HR031|HR050|ITH42|DE300|CZ032","Province of Trieste|South Tyrol|Province of Padua|Osrednjeslovenska|Nordburgenland|Budapest|Győr-Moson-Sopron|Primorsko-goranska županija|Grad Zagreb|Province of Udine|Berlin|Plzeň Region"
"ITH44|SI032|HU110|HR031|DE212","Province of Trieste|Podravska|Budapest|Primorsko-goranska županija|Munich"
"ITH44|SI041|DE142|BE213|DK050|RO424|UKM75|BE100","Province of Trieste|Osrednjeslovenska|Tübingen|Arrondissement of Turnhout|Nordjylland|Timiş|Edinburgh, City of|Arrondissement of Brussels-Capital"
"ITH52|DEE03|DEE31|BE242|NL113|PL225|HU321|CZ072","Province of Parma|Magdeburg|Arrondissement of Leuven|Overig Groningen|Bielski|Hajdú-Bihar|Zlín Region"
"ITH53|ITH55|SI041|DE116|AT342|HU221|PL225|CZ051","Province of Reggio Emilia|Province of Bologna|Osrednjeslovenska|Rems-Murr|Rheintal-Bodenseegebiet|Győr-Moson-Sopron|Bielski|Liberec Region"
"ITH54|BE241|EE008|HR033|RO112|UKD33|DE712","Province of Modena|Arrondissement of Halle-Vilvoorde|Lõuna-Eesti|Zadarska županija|Bistriţa-Năsăud|Manchester|Frankfurt"
"ITH54|ITC33|DED21|DEE03|DEE31|DE22A|HU110|HR025|HR050|PL415|CZ031|SK031","Province of Modena|Province of Genoa|Dresden|Magdeburg|Rottal-Inn|Budapest|Osječko-baranjska županija|Grad Zagreb|Miasto Poznań|South Bohemian Region|Žilina Region"
"ITH54|ITC33|DEE03|DEE31|HR050|PL911|CZ064|SK031|SK032","Province of Modena|Province of Genoa|Magdeburg|Grad Zagreb|Miasto Warszawa|South Moravian Region|Žilina Region|Banská Bystrica Region"
"ITH54|ITC33|DEE03|DEE31|HR050|PL911|HU323|CZ031|CZ063|SK031","Province of Modena|Province of Genoa|Magdeburg|Grad Zagreb|Miasto Warszawa|Szabolcs-Szatmár-Bereg|South Bohemian Region|Vysočina Region|Žilina Region"
"ITH54|SI032|AT113|PL911|AT130|CZ031|SK010|DE404|DE423","Province of Modena|Podravska|Südburgenland|Miasto Warszawa|Vienna|South Bohemian Region|Bratislava Region|Potsdam"
"ITH54|SI032|HU110|PL911|PL415|AT130|SK010|DE404|DE423|DE712","Province of Modena|Podravska|Budapest|Miasto Warszawa|Miasto Poznań|Vienna|Bratislava Region|Potsdam|Frankfurt"
"ITH55|FRB06|LT022|PL814|DE600|SK031|SK042|DE803","Province of Bologna|Loiret|Kauno apskritis|Lubelski|Hamburg|Žilina Region|Košice Region|Rostock"
"ITH55|ITF45|SI041|AT121|HU110|HR050|PL911|PL22A|DE212|AT130","Province of Bologna|Province of Lecce|Osrednjeslovenska|Amstetten District|Budapest|Grad Zagreb|Miasto Warszawa|Katowicki|Munich|Vienna"
"ITH55|ITH52|DED21|SI041|HR050|PL22A|DE212|CZ010|AT130|HR035","Province of Bologna|Province of Parma|Dresden|Osrednjeslovenska|Grad Zagreb|Katowicki|Munich|Prague|Vienna|Split-Dalmatia County"
"ITH55|ITH52|ITH35|DE21H|AT221|HU110|PL22A","Province of Bologna|Province of Parma|Province of Venice|Munich (district)|Graz-Umgebung District|Budapest|Katowicki"
"ITH55|ITH52|ITH35|SI041|DE300|AT130","Province of Bologna|Province of Parma|Province of Venice|Osrednjeslovenska|Berlin|Vienna"
"ITH55|ITH59|ITH35|HR050|DE300|CZ010|AT130","Province of Bologna|Province of Rimini|Province of Venice|Grad Zagreb|Berlin|Prague|Vienna"
"ITH55|SI032|AT221|HU110|HR050|PL633|DE300|AT130|CZ031|SK010","Province of Bologna|Podravska|Graz-Umgebung District|Budapest|Grad Zagreb|Trójmiejski|Berlin|Vienna|South Bohemian Region|Bratislava Region"
"ITH55|SI032|AT323|HU110|HR050|PL721|DE300|CZ031|SK010","Province of Bologna|Podravska|Salzburg und Umgebung|Budapest|Grad Zagreb|Kielecki|Berlin|South Bohemian Region|Bratislava Region"
"ITH55|SI041|DE248|AT124|HU232|CZ010|AT130|HR035","Province of Bologna|Osrednjeslovenska|Forchheim|Waldviertel|Somogy|Prague|Vienna|Split-Dalmatia County"
"ITH55|SI044|DE80L|DE232|AT321|AT222|HR050|HU322|ITI43","Province of Bologna|Obalno-kraška|Vorpommern-Rügen District|Regensburg|Lungau|Liezen|Grad Zagreb|Jász-Nagykun-Szolnok|Province of Rome"
"ITH55|SI044|ITH35|HU110|HU221|DE300|DE406|DE424|DE404|DE423|DE804|DE803","Province of Bologna|Obalno-kraška|Province of Venice|Budapest|Győr-Moson-Sopron|Berlin|Dahme-Spreewald District|Potsdam|Schwerin|Rostock"
"ITH55|SI044|ITH44|SI041|AT221|HR031|PL424|DEG01","Province of Bologna|Obalno-kraška|Province of Trieste|Osrednjeslovenska|Graz-Umgebung District|Primorsko-goranska županija|Miasto Szczecin|Erfurt"
"ITH56|FRI14|DEA1F|EE008|FRE21|RO112|CZ052","Province of Ferrara|Lot-et-Garonne|Wesel|Lõuna-Eesti|Aisne|Bistriţa-Năsăud|Hradec Králové Region"
"ITH56|SI042|SI043|IT312|ITD20|ITH20|DE115|AT224|PL913|HU321|PL613","Province of Ferrara|Gorenjska|Goriška|Trentino|Ludwigsburg|Oststeiermark|Warszawski zachodni|Hajdú-Bihar|Bydgosko-toruński"
"ITH57|SI042|DEG0F|SI041|DE24D|AT123|PL515|CZ032","Province of Ravenna|Gorenjska|Ilm-Kreis|Osrednjeslovenska|Wunsiedel|Sankt Pölten|Jeleniogórski|Plzeň Region"
"ITH59|ITH32|SI032|DE273|AT335|HR061|HU311|PL613|CZ080|BE100","Province of Rimini|Province of Vicenza|Podravska|Kempten|Tyrolean Unterland|Međimurska županija|Borsod-Abaúj-Zemplén|Bydgosko-toruński|Moravian-Silesian Region|Arrondissement of Brussels-Capital"
"ITI14|ES618|PT170|BE211|EE001|FRF23|PL911|DE409|DE413","Province of Florence|Seville Province|Lisbon metropolitan area|Arrondissement of Antwerp|Põhja-Eesti|Marne|Miasto Warszawa|Märkisch-Oderland District"
"ITI14|ES618|UKC14|BE332|FRH01|CZ010|DEA11","Province of Florence|Seville Province|County Durham|Arrondissement of Liège|Côtes-d’Armor|Prague|Düsseldorf"
"ITI14|PT112|RO321|BE100|DEA11","Province of Florence|Cávado|Bucureşti|Arrondissement of Brussels-Capital|Düsseldorf"
"ITI15|ES521|PT119|FRE11|RO321|PL711|UKE44|CZ051|DED41","Province of Prato|Alicante Province|Ave|Nord|Bucureşti|Miasto Łódź|Calderdale and Kirklees|Liberec Region|Chemnitz"
"ITI15|ES614|SI032|PT131|PT16B|EL515|DK011|DE212|LV006|NL310","Province of Prato|Granada Province|Podravska|Comunidade Intermunicipal do Oeste|Θάσος, Καβάλα|Byen København|Munich|Riga|Utrecht"
"LT011|ITC11|DK011|FRI12|PL823|DE501","Vilnius County|Province of Turin|Byen København|Gironde|Rzeszowski|Bremen"
"LT023|DE803","Klaipėdos apskritis|Rostock"
"LT023|PL424|DE803","Klaipėdos apskritis|Miasto Szczecin|Rostock"
"LT023|PL424|PL633|DE803","Klaipėdos apskritis|Miasto Szczecin|Trójmiejski|Rostock"
"LT023|PL633|DE803","Klaipėdos apskritis|Trójmiejski|Rostock"
"LT023|PL638|PL633|DE803","Klaipėdos apskritis|Starogardzki|Trójmiejski|Rostock"
"NL212|DEA11","Zuidwest-Overijssel|Düsseldorf"
"NL414|NL213|DEA12","Zuidoost-Noord-Brabant|Twente|Duisburg"
"PL213|DE111|ITC46|ITH35|SI034|AT212|AT112|HU221|HR062|DED41","Kraków|Stuttgart|Province of Bergamo|Province of Venice|Savinjska|Oberkärnten|Nordburgenland|Győr-Moson-Sopron|Varaždinska županija|Chemnitz"
"PL213|DE111|ITH36|ITH35|HR031|CZ010|AT130|CZ064|SK010","Kraków|Stuttgart|Province of Padua|Province of Venice|Primorsko-goranska županija|Prague|Vienna|South Moravian Region|Bratislava Region"
"PL213|DE111|ITH44|ES213|SI041|DK022|NL413|FRI23|UKD72","Kraków|Stuttgart|Province of Trieste|Biscay|Osrednjeslovenska|Vest- og Sydsjælland|Noordoost-Noord-Brabant|Haute-Vienne|Liverpool"
"PL213|DE122|SI041|HU110|HR050|PL711|CZ051","Kraków|Karlsruhe|Osrednjeslovenska|Budapest|Grad Zagreb|Miasto Łódź|Liberec Region"
"PL213|DED21|DED43|SI041|PL911|DE300|CZ010|AT130|SK010","Kraków|Dresden|Mittelsachsen|Osrednjeslovenska|Miasto Warszawa|Berlin|Prague|Vienna|Bratislava Region"
"PL213|DED51|DED43|SI031|HR061|HU222|HU223|CZ080","Kraków|Leipzig|Mittelsachsen|Pomurska|Međimurska županija|Vas|Zala|Moravian-Silesian Region"
"PL213|DED51|ES243|IE025|IE053|PT11B|LV008|CZ042|ITI43","Kraków|Leipzig|Zaragoza Province|South-West Region, Ireland|Alto Tâmega Subregion|Vidzeme|Ústí nad Labem Region|Province of Rome"
"PL213|DED51|ITC4C|DE111|ITH55|ITH52|DEA23|AT221|HU110|HR063|AT130|BE100","Kraków|Leipzig|Metropolitan City of Milan|Stuttgart|Province of Bologna|Province of Parma|Cologne|Graz-Umgebung District|Budapest|Koprivničko-križevačka županija|Vienna|Arrondissement of Brussels-Capital"
"PL213|DED51|ITH52|HR063|HU120|HU333|CZ064","Kraków|Leipzig|Province of Parma|Koprivničko-križevačka županija|Pest|Csongrád|South Moravian Region"
"PL213|ES418|DEE03|DEE31|BG411|EL531|HU222|HR033|FI1D8|CZ080|LV006","Kraków|Valladolid Province|Magdeburg|София (столица)|Γρεβενά, Κοζάνη|Vas|Zadarska županija|Kainuu|Moravian-Silesian Region|Riga"
"PL213|ITC4C|DE111|IT311|ITD10|ITH10|SI031|SI041|AT221|HU221|DED41","Kraków|Metropolitan City of Milan|Stuttgart|South Tyrol|Pomurska|Osrednjeslovenska|Graz-Umgebung District|Győr-Moson-Sopron|Chemnitz"
"PL213|ITC4C|DE111|SI034|SI032|DE142|AT221|AT224|HR050|ITH42","Kraków|Metropolitan City of Milan|Stuttgart|Savinjska|Podravska|Tübingen|Graz-Umgebung District|Oststeiermark|Grad Zagreb|Province of Udine"
"PL213|ITC4C|ITC33|SI031|DE122|AT314|HU221|HR050|AT130|DED41","Kraków|Metropolitan City of Milan|Province of Genoa|Pomurska|Karlsruhe|Steyr-Kirchdorf|Győr-Moson-Sopron|Grad Zagreb|Vienna|Chemnitz"
"PL213|ITC4C|ITI32|ITH31|AT130|HR035|DEG01","Kraków|Metropolitan City of Milan|Province of Ancona|Province of Verona|Vienna|Split-Dalmatia County|Erfurt"
"PL213|ITC4C|SI042|ITC4A|DED21|HU110|HU211|PL823|CZ010|CZ051","Kraków|Metropolitan City of Milan|Gorenjska|Province of Cremona|Dresden|Budapest|Fejér|Rzeszowski|Prague|Liberec Region"
"PL213|SI042|DE403|DE411|ES618|DK032|FI1D8|RO321|UKM82|DE300|BG421","Kraków|Gorenjska|Frankfurt (Oder)|Seville Province|Southern Jutland|Kainuu|Bucureşti|Glasgow City|Berlin|Plovdiv region"
"PL213|SI044|ITH44|DEG05|AT314|AT312|HR036|ITH42|AT130|DEG01","Kraków|Obalno-kraška|Province of Trieste|Weimar|Steyr-Kirchdorf|Linz-Wels|Istarska županija|Province of Udine|Vienna|Erfurt"
"PL428|DE300|DE404|DE423","Szczeciński|Berlin|Potsdam"
"PL428|DE405|DE412","Szczeciński|Barnim District"
"PL432|PL515|DED41","Zielonogórski|Jeleniogórski|Chemnitz"
"PL514|DE111|ITH36|SI032|DE232|HU221|HR050|PL229|CZ032|SK023|SK042","Wrocław|Stuttgart|Province of Padua|Podravska|Regensburg|Győr-Moson-Sopron|Grad Zagreb|Gliwicki|Plzeň Region|Nitra Region|Košice Region"
"PL514|DE111|ITH55|ITH54|ITH34|DE271|DE21H|AT312|CZ010|SK042","Wrocław|Stuttgart|Province of Bologna|Province of Modena|Province of Treviso|Augsburg|Munich (district)|Linz-Wels|Prague|Košice Region"
"PL514|DED21","Wrocław|Dresden"
"PL514|DED2C|DED21|DED42|CZ042","Wrocław|Bautzen District|Dresden|Erzgebirgskreis|Ústí nad Labem Region"
"PL514|DED2C|DED21|SI041|SI033|AT211|PL515|CZ051","Wrocław|Bautzen District|Dresden|Osrednjeslovenska|Koroška|Krumpendorf am Wörther See|Jeleniogórski|Liberec Region"
"PL514|DED2D","Wrocław|Görlitz"
"PL514|DED2D|DED2C|DED21|PL432|PL515","Wrocław|Görlitz|Bautzen District|Dresden|Zielonogórski|Jeleniogórski"
"PL514|DED2D|PL431","Wrocław|Görlitz|Gorzowski"
"PL514|DED2D|PL432|PL516","Wrocław|Görlitz|Zielonogórski|Legnicko-głogowski"
"PL514|DED43|PL22A","Wrocław|Mittelsachsen|Katowicki"
"PL514|ITC33|DED2D|ES511|PL516|CZ042|CZ051|SK010|SK031|DED41","Wrocław|Province of Genoa|Görlitz|Barcelona Province|Legnicko-głogowski|Ústí nad Labem Region|Liberec Region|Bratislava Region|Žilina Region|Chemnitz"
"PL514|ITC4B|DEA32|PT16D|HR034|UKD33","Wrocław|Province of Mantua|Gelsenkirchen|Região de Aveiro|Šibensko-kninska županija|Manchester"
"PL514|ITH52|ITF45|DED21|SI041|PL911|HU322|CZ010|AT130|SK010|DE404|DE423","Wrocław|Province of Parma|Province of Lecce|Dresden|Osrednjeslovenska|Miasto Warszawa|Jász-Nagykun-Szolnok|Prague|Vienna|Bratislava Region|Potsdam"
"PL514|ITH54|DE122|SI041|AT314|HR031|DED41","Wrocław|Province of Modena|Karlsruhe|Osrednjeslovenska|Steyr-Kirchdorf|Primorsko-goranska županija|Chemnitz"
"PL514|ITH54|ITH35|ITH32|DE271|DE21H|AT312|HU221","Wrocław|Province of Modena|Province of Venice|Province of Vicenza|Augsburg|Munich (district)|Linz-Wels|Győr-Moson-Sopron"
"PL514|SI032|AT112|HR050|ITH42|CZ010|CZ042|DEG01","Wrocław|Podravska|Nordburgenland|Grad Zagreb|Province of Udine|Prague|Ústí nad Labem Region|Erfurt"
"PL514|SI042|ITC4B|DE80M|DE80N|IT312|ITD20|ITH20|ITH58|AT221|AT113|HR061|DE300|CZ010|CZ032|DE803","Wrocław|Gorenjska|Province of Mantua|Nordwestmecklenburg District|Vorpommern-Greifswald District|Trentino|Province of Forlì-Cesena|Graz-Umgebung District|Südburgenland|Međimurska županija|Berlin|Prague|Plzeň Region|Rostock"
"PL515","Jeleniogórski"
"PL633|DE803","Trójmiejski|Rostock"
"PT16E|BE242|EL431|FRY40|NL124|PL711|RO214|ITI43|DE501","Coimbra Region|Arrondissement of Leuven|Ηράκλειο|La Réunion|Noord-Friesland|Miasto Łódź|Neamţ|Province of Rome|Bremen"
"PT200|PT170|DE731|EL305|HR050|RO113","Azores|Lisbon metropolitan area|Kassel|Ανατολική Αττική|Grad Zagreb|Cluj"
"PT300|DE502|UKJ22|ES532|CY000|EL522|HU232|LV008","Madeira|Bremerhaven|East Sussex|Mallorca|Cyprus|Θεσσαλονίκη|Somogy|Vidzeme"
"PT300|ITH55|IE024|IE052|DE918|RO424","Madeira|Province of Bologna|South-East Region, Ireland|Northeim|Timiş"
"SE110|DE111|ES523|DEA52|HU110|PL711|AT130|ITI43","Stockholm County|Stuttgart|Valencia Province|Dortmund|Budapest|Miasto Łódź|Vienna|Province of Rome"
"SE110|DE111|SI041|PT170|LU000","Stockholm County|Stuttgart|Osrednjeslovenska|Lisbon metropolitan area|Luxembourg"
"SE110|DEA13|ITF63|IE024|IE052|UKL15|UKL16|UKL17|UKL21|UKL22|ES213|PL911|RO113","Stockholm County|Essen|Province of Catanzaro|South-East Region, Ireland|South Wales|Biscay|Miasto Warszawa|Cluj"
"SE110|DEA52|PL911|LU000","Stockholm County|Dortmund|Miasto Warszawa|Luxembourg"
"SE110|DK042|BE251|BE231|DE91C|UKF25|NL310","Stockholm County|East Jutland|Arrondissement of Bruges|District of Aalst|Göttingen|North Northamptonshire|Utrecht"
"SE110|LT011|ITC11|IE021|IE061|DE929|ES511|DEA52|SI041|PT170|BE211|BG411|EE008|EL613|HU231|NL333|MT001|PL911|UKI44|LU000|CZ010|AT130|SK010","Stockholm County|Vilnius County|Province of Turin|Dublin Region|Hanover region|Barcelona Province|Dortmund|Osrednjeslovenska|Lisbon metropolitan area|Arrondissement of Antwerp|София (столица)|Lõuna-Eesti|Μαγνησία, Σποράδες|Baranya|Delft en Westland|Malta|Miasto Warszawa|Lewisham and Southwark|Luxembourg|Prague|Vienna|Bratislava Region"
"SE110|PL213|ITC4C|ES511|RO321|NO082|DE404|DE423","Stockholm County|Kraków|Metropolitan City of Milan|Barcelona Province|Bucureşti|Viken|Potsdam"
"SE110|SE121|IT311|ITD10|ITH10|CH013|UKH12|DEF08|IS002|PT170|HR050|MT001|RO321|UKM77|LU000|FR101|AT130|UKD72","Stockholm County|Uppsala County|South Tyrol|Canton of Geneva|Cambridgeshire|Ostholstein|Landsbyggð|Lisbon metropolitan area|Grad Zagreb|Malta|Bucureşti|Perth & Kinross and Stirling|Luxembourg|Paris|Vienna|Liverpool"
"SE110|UKH14|DK021|NL332|UKM50|UKI75|DE600|NO091|BE100|NL310","Stockholm County|Suffolk|Østsjælland|Agglomeratie's-Gravenhage|Aberdeen City and Aberdeenshire|Hounslow and Richmond upon Thames|Hamburg|Vestfold og Telemark|Arrondissement of Brussels-Capital|Utrecht"
"SE121|DE943|DE944|BE234|DK041|NL132|UKM75|NO082","Uppsala County|Oldenburg|Osnabrück|Arrondissement of Ghent|Vestjylland|Zuidoost-Drenthe|Edinburgh, City of|Viken"
"SE123|DE925|NO0A3|UKM64|BE234|DK050|NL131|NL113|UKM62|UKM50|UKC22","Östergötland County|Hildesheim|Møre og Romsdal|Outer Hebrides|Arrondissement of Ghent|Nordjylland|Noord-Drenthe|Overig Groningen|Inverness & Nairn and Moray, Badenoch & Strathspey|Aberdeen City and Aberdeenshire|Tyneside"
"SE123|ITI21|ES431|ES418|DEE03|DEE31|FRB06|NL113|FRC21|FRE11|PL711|RO121|BE100","Östergötland County|province of Perugia|Badajoz Province|Valladolid Province|Magdeburg|Loiret|Overig Groningen|Doubs|Nord|Miasto Łódź|Alba|Arrondissement of Brussels-Capital"
"SE125|SE232|NO0A3|UKM64|UKC21|DK050|DK022|NL321|NL328|UKM65|DEA12","Västmanland County|Västra Götaland County|Møre og Romsdal|Outer Hebrides|Northumberland|Nordjylland|Vest- og Sydsjælland|Kop van Noord-Holland|Alkmaar en omgeving|Orkney Islands|Duisburg"
"SE211|SE232|DE929|UKM64|DK021|BE211|DK011|NL329|UKM62|UKM50|NO092|NL310","Jönköping County|Västra Götaland County|Hanover region|Outer Hebrides|Østsjælland|Arrondissement of Antwerp|Byen København|Groot-Amsterdam|Inverness & Nairn and Moray, Badenoch & Strathspey|Aberdeen City and Aberdeenshire|Agder|Utrecht"
"SE212|DE80L|DK021|LT023|PL633","Kronoberg county|Vorpommern-Rügen District|Østsjælland|Klaipėdos apskritis|Trójmiejski"
"SE212|DE80L|LT023","Kronoberg county|Vorpommern-Rügen District|Klaipėdos apskritis"
"SE212|DE80N|DK011|PL636|PL633","Kronoberg county|Vorpommern-Greifswald District|Byen København|Słupski|Trójmiejski"
"SE212|DE80N|LT023|PL633|DE501","Kronoberg county|Vorpommern-Greifswald District|Klaipėdos apskritis|Trójmiejski|Bremen"
"SE212|ITC11|IE024|IE052|DE211|FRL03|HR031|RO321|UKI51","Kronoberg county|Province of Turin|South-East Region, Ireland|Ingolstadt|Alpes-Maritimes|Primorsko-goranska županija|Bucureşti|Bexley and Greenwich"
"SE212|ITI21|ES618|DEB32|BG411|EL522|HR036|HR050|MT002|RO121|ITI43","Kronoberg county|province of Perugia|Seville Province|Kaiserslautern|София (столица)|Θεσσαλονίκη|Istarska županija|Grad Zagreb|Gozo and Comino/Għawdex u Kemmuna|Alba|Province of Rome"
"SE212|LT023|PL621|PL633|DE803","Kronoberg county|Klaipėdos apskritis|Elbląski|Trójmiejski|Rostock"
"SE212|SE121|SE125|DE942|UKM64|UKE32|BE255|DK022|DK041|NL211|UKM63|UKJ45|UKM65|DE600","Kronoberg county|Uppsala County|Västmanland County|Emden|Outer Hebrides|Sheffield|Arrondissement of Ostend|Vest- og Sydsjælland|Vestjylland|Noord-Overijssel|Lochaber, Skye & Lochalsh, Arran & Cumbrae and Argyll & Bute|Mid Kent|Orkney Islands|Hamburg"
"SE212|SE224|SE110|SE232|DE502|DE936|DE94F|BE256|BE255|BE234|BE212|DK012|NL131|NL133|UKM50","Kronoberg county|Skåne County|Stockholm County|Västra Götaland County|Bremerhaven|Osterholz|Vechta|Arrondissement of Roeselare|Arrondissement of Ostend|Arrondissement of Ghent|Arrondissement of Mechelen|Københavns omegn|Noord-Drenthe|Zuidwest-Drenthe|Aberdeen City and Aberdeenshire"
"SE213|DE80K|DK022|LT023|PL634","Kalmar County|Rostock District|Vest- og Sydsjælland|Klaipėdos apskritis|Gdański"
"SE213|DE80M|LT023|PL633","Kalmar County|Nordwestmecklenburg District|Klaipėdos apskritis|Trójmiejski"
"SE213|SE121|SE123|DK042|EE008|DK022|PL633|DE300|LV006|DEF02|DE803","Kalmar County|Uppsala County|Östergötland County|East Jutland|Lõuna-Eesti|Vest- og Sydsjælland|Trójmiejski|Berlin|Riga|Kiel|Rostock"
"SE213|SE212|LT023|PL424|DE803","Kalmar County|Kronoberg county|Klaipėdos apskritis|Miasto Szczecin|Rostock"
"SE221|DE80L|DK014|LT023|PL621","Blekinge County|Vorpommern-Rügen District|Bornholm|Klaipėdos apskritis|Elbląski"
"SE221|DE80M|DE80L|LT023|PL424|PL633|DE803","Blekinge County|Nordwestmecklenburg District|Vorpommern-Rügen District|Klaipėdos apskritis|Miasto Szczecin|Trójmiejski|Rostock"
"SE221|DE80M|LT023|LT028|PL424|PL621|PL633|DE803","Blekinge County|Nordwestmecklenburg District|Klaipėdos apskritis|Telšių apskritis|Miasto Szczecin|Elbląski|Trójmiejski|Rostock"
"SE221|DE80M|LT023|PL633","Blekinge County|Nordwestmecklenburg District|Klaipėdos apskritis|Trójmiejski"
"SE221|DE80M|LT023|PL633|DE803","Blekinge County|Nordwestmecklenburg District|Klaipėdos apskritis|Trójmiejski|Rostock"
"SE221|DK022|EE001|LT023|PL621|PL633|DE803","Blekinge County|Vest- og Sydsjælland|Põhja-Eesti|Klaipėdos apskritis|Elbląski|Trójmiejski|Rostock"
"SE221|DK022|LT028|PL424|DE803","Blekinge County|Vest- og Sydsjælland|Telšių apskritis|Miasto Szczecin|Rostock"
"SE221|LT028|PL424|PL621|DE803","Blekinge County|Telšių apskritis|Miasto Szczecin|Elbląski|Rostock"
"SE221|SE212|LT011|DE80M|DE80N|LT023|LT028|PL424","Blekinge County|Kronoberg county|Vilnius County|Nordwestmecklenburg District|Vorpommern-Greifswald District|Klaipėdos apskritis|Telšių apskritis|Miasto Szczecin"
"SE221|SE213|DE80M|DE80L|DE80N|PL424|PL633|DE803","Blekinge County|Kalmar County|Nordwestmecklenburg District|Vorpommern-Rügen District|Vorpommern-Greifswald District|Miasto Szczecin|Trójmiejski|Rostock"
"SE221|SE213|DE80M|DE80L|LT023|PL638|DE803","Blekinge County|Kalmar County|Nordwestmecklenburg District|Vorpommern-Rügen District|Klaipėdos apskritis|Starogardzki|Rostock"
"SE221|SE224|DE80J|DE80N|DEF0A|DK022|LT027|LT023|PL426|PL634|PL633","Blekinge County|Skåne County|Mecklenburgische Seenplatte District|Vorpommern-Greifswald District|Plön District|Vest- og Sydsjælland|Tauragės apskritis|Klaipėdos apskritis|Koszaliński|Gdański|Trójmiejski"
"SE224|BE234|BE211|DK022|NL113|UKM72|DE600|NO0A2","Skåne County|Arrondissement of Ghent|Arrondissement of Antwerp|Vest- og Sydsjælland|Overig Groningen|Clackmannanshire and Fife|Hamburg|Vestland"
"SE224|DE80K|DE80N|DK021|PL633","Skåne County|Rostock District|Vorpommern-Greifswald District|Østsjælland|Trójmiejski"
"SE224|DE80K|DK021|DK022|PL633","Skåne County|Rostock District|Østsjælland|Vest- og Sydsjælland|Trójmiejski"
"SE224|DE80K|DK021|LT022|PL633|DE803","Skåne County|Rostock District|Østsjælland|Kauno apskritis|Trójmiejski|Rostock"
