"NUTS3","funding_by_region","population","funding_per_capita_germany_esf","GDP_per_capita","log_funding_per_capita","log_GDP_per_capita","NUTS1_states"
"DEA55",13197675.74,155851,84.6813670749626,21893,4.43889559014866,9.99392223000734,"DEA"
"DEA56",26990620.23,325954,82.804997729741,29266,4.41648841862452,10.2841817116524,"DEA"
"DEA57",11023346.49,263762,41.7927771627452,34227,3.73272352945027,10.4407700852645,"DEA"
"DEA58",21799682.72,416171,52.3815516218093,35176,3.95855446105032,10.4681193108606,"DEA"
"DEA59",7018690.73,136365,51.4698839878268,38092,3.94099685968557,10.5477595653139,"DEA"
"DEA5A",19048745.36,280800,67.8374122507122,38128,4.21711384586685,10.5487041993385,"DEA"
"DEA5B",13404577.52,302995,44.2402598062674,33403,3.78963522985207,10.4164009952905,"DEA"
"DEA5C",39776840.94,396035,100.437690961657,29099,4.60953754479432,10.278459088308,"DEA"
"DEB11",9852033.99,112586,87.5067414243334,65163,4.47171583524529,11.0846471021718,"DEB"
"DEB12",3511264.81,127770,27.4811364952649,24568,3.31349982367745,10.1092000621207,"DEB"
"DEB13",1991661.71,129171,15.4187991886724,25633,2.73558749147592,10.1516358628399,"DEB"
"DEB14",3409538.99,156821,21.7415970437633,28574,3.0792273400696,10.2602524924251,"DEB"
"DEB15",793337.55,80615,9.84106617875085,27655,2.28656405669363,10.2275618224288,"DEB"
"DEB17",5935911.83,211925,28.0094931225669,30130,3.33254349280578,10.3132766321243,"DEB"
"DEB18",2524300.62,180655,13.9730459716033,29541,2.63713018612391,10.2935344079159,"DEB"
"DEB1A",663450.27,123543,5.37019717831039,24453,1.68086462634022,10.1045081867626,"DEB"
"DEB1B",2534026.77,200302,12.6510307935018,31375,2.53773869750607,10.3537666764341,"DEB"
"DEB1C",741225.61,62391,11.8803290538699,27890,2.47488401168811,10.2360234806215,"DEB"
"DEB1D",56058792.16,102529,546.760352290572,32262,6.30401059360821,10.3816453460377,"DEB"
"DEB21",10807180.72,114914,94.0458144351428,42055,4.54378205114314,10.6467335643965,"DEB"
"DEB22",681386.67,111828,6.09316691705119,31427,1.80716796577889,10.3554226750291,"DEB"
"DEB23",1723770.7,97180,17.737916237909,26407,2.87570450875961,10.1813844055031,"DEB"
"DEB24",570186.55,60794,9.37899381517913,30461,2.23847248809372,10.3242024558512,"DEB"
"DEB25",258610,147999,1.747376671464,19305,0.558115618365817,9.86811940869834,"DEB"
"DEB31",1431293.52,48363,29.5948042925377,32321,3.3875988152652,10.3834724527504,"DEB"
"DEB32",7199794.75,98520,73.0795244620382,47864,4.29154822440103,10.7761189350699,"DEB"
"DEB33",5823674.24,45362,128.382219478859,41023,4.85501190408798,10.6218881640082,"DEB"
"DEB34",5017304.54,164718,30.4599651525638,83718,3.41641320342709,11.3352092871203,"DEB"
"DEB35",11678387.66,209779,55.6699558106388,54838,4.01944060842177,10.9121386632811,"DEB"
"DEB36",765790.4,52999,14.4491480971339,29711,2.67063545760487,10.299272626591,"DEB"
"DEB37",643598.61,40125,16.0398407476636,37010,2.77507567393918,10.5189434253802,"DEB"
"DEB38",2838177.51,50284,56.4429542200302,49467,4.0332304682801,10.8090610595691,"DEB"
"DEB39",4827424.97,82102,58.7978973715622,35244,4.07410609527818,10.4700505809866,"DEB"
"DEB3A",1600,34260,0.0467016929363689,44335,-3.06397486365024,10.6995297118141,"DEB"
"DEB3B",250800.24,127274,1.97055360874963,23301,0.678314522941127,10.0562515570878,"DEB"
"DEB3C",837198,132203,6.33267021171986,21344,1.84572198160389,9.96852594871535,"DEB"
"DEB3D",9553,75230,0.126983915990961,28104,-2.06369484628426,10.2436671939457,"DEB"
"DEB3E",2142999.31,127303,16.8338476705184,36861,2.82339160183068,10.5149093605357,"DEB"
"DEB3F",77042.34,104966,0.73397423927748,20051,-0.30928134733572,9.9060343068027,"DEB"
"DEB3G",37267.01,70997,0.524909644069468,16752,-0.64452913773689,9.72627293311032,"DEB"
"DEB3H",80948,110526,0.732388759205979,25774,-0.311443814188722,10.1571215108483,"DEB"
"DEB3I",58420.6,151546,0.385497472714555,19075,-0.953220641863912,9.85613385615266,"DEB"
"DEB3J",2210848.22,208749,10.5909404116906,34967,2.35999895753002,10.4621600385593,"DEB"
"DEB3K",154811.7,96474,1.60469867529075,15460,0.472935997704516,9.64601132214141,"DEB"
"DEC01",20981844.99,327380,64.0901856863584,42983,4.16029124278699,10.6685599676675,"DEC"
"DEC02",887631.51,103997,8.53516457205496,25092,2.14419463808218,10.1303043492166,"DEC"
"DEC03",13178074.9,133735,98.5387138744532,24855,4.59044950521872,10.1208142185288,"DEC"
"DEC04",5338459.69,197009,27.0975421935039,32719,3.29944302980606,10.3957112279025,"DEC"
"DEC05",2801581.31,144584,19.3768419050517,37974,2.9640786367881,10.5446569940034,"DEC"
"DEC06",713651.23,88892,8.02829534716285,25809,2.08297221988902,10.1584785472895,"DEC"
"DED21",630103.17,543825,1.15865061370845,38024,0.147256063957057,10.5459728182938,"DED"
"DED2C",40356.05,306273,0.131764961325354,24429,-2.02673553956123,10.1035262301352,"DED"
"DED2E",27800.5,245244,0.113358532726591,27013,-2.17719962716804,10.2040735105929,"DED"
"DED2F",219316203.81,247412,886.441255112929,21945,6.7872148572305,9.99629460212233,"DED"
"DED41",31062.9,248645,0.124928713627863,33736,-2.08001199533468,10.4263207954264,"DED"
"DED42",27160.6,347665,0.0781229056706887,22121,-2.54947197870008,10.004282662571,"DED"
"DED43",45097.39,312450,0.144334741558649,25930,-1.93562008293797,10.1631558785327,"DED"
"DED44",11331.84,232318,0.0487772794187278,23844,-3.02049066022351,10.0792878923398,"DED"
"DED45",36654.08,324534,0.112943728546162,29252,-2.18086556176935,10.2837032263908,"DED"
"DED51",585916.05,560472,1.04539753993063,35189,0.0443972340613059,10.4684888127479,"DED"
"DED52",12101,258408,0.0468290455403857,24798,-3.06125163736561,10.1185182837398,"DED"
"DED53",5049.22,197605,0.0255520862326358,26179,-3.66703631272511,10.1727128416373,"DED"
"DEE02",4951939.82,236991,20.8950543269576,29445,3.03951249589447,10.2902793953787,"DEE"
"DEE03",19215012.76,235723,81.5152223584461,33079,4.40078978021034,10.4066539189346,"DEE"
"DEE04",238674.06,86164,2.76999744672949,23344,1.01884639844052,10.0580952707626,"DEE"
"DEE05",849438.12,164817,5.15382587961193,27334,1.63973932811505,10.2158866275247,"DEE"
"DEE06",807680,91693,8.80852409671403,23503,2.17571990000191,10.0648833515589,"DEE"
"DEE07",1890189.37,173473,10.896158883515,26731,2.38841033112124,10.1935792195817,"DEE"
"DEE08",2175,184081,0.0118154508069817,24092,-4.43834721359239,10.0896351141636,"DEE"
"DEE09",3775992.76,221366,17.0576907022759,22463,2.83660116961129,10.0196247901652,"DEE"
"DEE0A",3333.72,141408,0.0235751866938221,19338,-3.74756053134987,9.86982735104349,"DEE"
"DEE0B",6727.6,186431,0.0360862732056364,32385,-3.32184272956541,10.385450631617,"DEE"
"DEE0C",119967014.18,196695,609.913898065533,23508,6.41331779649242,10.0650960677325,"DEE"
"DEE0D",3215515.18,115262,27.8974439103954,23716,3.32853506851545,10.0739052048273,"DEE"
"DEE0E",6833.64,128447,0.0532020210670549,24360,-2.9336588933739,10.1006977218238,"DEE"
"DEF01",4568195.78,85942,53.1544039003049,39875,3.97320095931036,10.5935048400871,"DEF"
"DEF02",12434727.22,246306,50.4848733688989,44198,3.92167375416154,10.6964348181733,"DEF"
"DEF03",15767122.21,216253,72.9105363162592,37273,4.28923315965823,10.5260244829285,"DEF"
"DEF04",3368729.31,79197,42.5360721997045,39657,3.75035247357939,10.5880227562475,"DEF"
"DEF05",2369656.18,132917,17.82808955965,30567,2.88077527861051,10.3276762746424,"DEF"
"DEF06",1982960.62,192999,10.2744605930601,21729,2.3296612619785,9.98640305286344,"DEF"
"DEF07",4162934.99,163960,25.3899426079532,33508,3.2343531352947,10.4195394952737,"DEF"
"DEF08",3619941.88,199574,18.1383440728752,24851,2.89802815457063,10.1206532721638,"DEF"
"DEF09",4503270.45,307471,14.6461632153927,28549,2.68417840460196,10.259377188201,"DEF"
"DEF0A",1418518.49,128304,11.055917898117,18583,2.4029658409953,9.83000246327365,"DEF"
"DEF0B",34532524.22,270378,127.719430648943,26732,4.84983591003006,10.193616628631,"DEF"
"DEF0C",2977198.94,196839,15.1250460528655,24107,2.71635204872983,10.090257533736,"DEF"
"DEF0D",4568859.39,267503,17.0796566393648,29861,2.83788808507667,10.3043085601506,"DEF"
"DEF0E",3144709.92,131457,23.9219662703394,30945,3.1747971276413,10.3399667141735,"DEF"
"DEF0F",3624454.16,239614,15.1262203377098,32341,2.71642968414711,10.3840910541125,"DEF"
"DEG01",187772115.48,210118,893.650784226006,39367,6.79531507718986,10.580683180882,"DEG"
"DEG02",47666016.54,96011,496.464119111352,27190,6.20751121322294,10.2106045376265,"DEG"
"DEG03",68538010.14,109527,625.763602947218,41476,6.4389726687048,10.6328702256782,"DEG"
"DEG04",33478823.87,36778,910.294846647452,31091,6.81376855433676,10.3446736672187,"DEG"
"DEG05",17621390.35,64131,274.771800689214,29021,5.61594093750337,10.2757749848383,"DEG"
"DEG06",12404988.46,101325,122.427717345176,24623,4.80752079334104,10.1114362444678,"DEG"
"DEG07",24908078.83,85355,291.817454513502,25275,5.67612845100125,10.1375710438887,"DEG"
"DEG09",21584999.51,105273,205.038324261682,23292,5.32319690928384,10.055865232957,"DEG"
"DEG0A",16459939.37,77110,213.460502788225,20625,5.36345181690432,9.93425921120288,"DEG"
"DEG0B",26596449.25,124623,213.415254407292,26541,5.36323981900873,10.1864459861515,"DEG"
"DEG0C",43114520.33,136831,315.093219592051,26460,5.75286853025831,10.1833894376689,"DEG"
"DEG0D",12113820.09,70600,171.583853966006,23434,5.14507209151982,10.0619432382281,"DEG"
"DEG0E",11442698.55,64524,177.340192021573,22557,5.17806987673899,10.0238007180461,"DEG"
"DEG0F",97309056.37,109620,887.694365717935,27130,6.78862750099762,10.208395405653,"DEG"
"DEG0G",12649082.28,82127,154.018560035068,22298,5.03707311485994,10.0122522673275,"DEG"
"DEG0H",13253082.77,56818,233.25500316801,26972,5.45213228930667,10.2025545698545,"DEG"
"DEG0I",24021904.23,109278,219.82379097348,24689,5.39282627529989,10.1141130792914,"DEG"
"DEG0J",7559659.74,86184,87.7153501810081,21340,4.47409691463229,9.96833852485574,"DEG"
"DEG0K",8729300.48,82951,105.234421284855,25559,4.65619044531108,10.1487447840954,"DEG"
"DEG0L",16377360.85,101114,161.969270823031,21389,5.08740663096208,9.97063205016546,"DEG"
"DEG0M",11218380.21,92344,121.484668305466,20875,4.7997880680321,9.94630754971906,"DEG"
"DEG0N",20407638.83,42417,481.119334936464,40716,6.17611533691565,10.6143764145722,"DEG"
"DEG0P",12032754.81,125655,95.7602547451355,25257,4.56184772149196,10.1368586240058,"DEG"
