"NUTS3","years_2014_15","years_2016_17","years_2018_19","GDPpercap_2020","GDPpercap_2018"
"DE27C",0,15.8959238490094,15.2838731133049,10.565995096964,10.553935978563
"DE128",0,13.8730370522025,14.2088902012644,10.5273114498863,10.4593534613118
"DE26B",14.6757810515603,14.5874924861385,15.4041437451697,10.0295473521969,10.0182883680133
"DE26A",15.2395794574232,16.3227527357926,16.5452118100356,10.5374153734361,10.5171043941393
"DE21A",0,14.4546441685925,14.4546441685925,10.3463126694014,10.3393201972607
"DE276",0,15.278266051336,14.9202362273382,10.3553908547501,10.3370540907552
"DEB15",0,14.9601993649975,14.5392457035527,10.2889540141376,10.2881375209304
"DE912",0,14.8085881103669,13.9469359643056,10.7823048438867,10.9414293850041
"DE12A",13.297576394961,12.184593613853,12.493754717982,10.2795581782348,10.2772211664828
"DE118",13.9978321147582,14.8087623309746,14.7318012898384,10.9742489130485,10.9616944265692
"DEB1A",0,14.276430944598,13.1860618270306,10.2523117599301,10.1884785071764
"DE24B",15.0903894998491,16.4660472490781,16.8527713399645,10.4883811476558,10.4729970926379
"DE12C",13.1112392329014,13.9610654712446,14.4621359371734,10.580683180882,10.5943070260869
"DE243",0,13.1333572427938,15.2374736583636,11.5035617620173,11.4796375181041
"DEB36",0,0,11.3277006979368,10.3627145721544,10.3496466469718
"DE21B",0,13.9080010336693,15.1898556239709,10.7269390493061,10.8210175162452
"DE21J",14.285905538747,14.2928684438748,0,10.61243426063,10.5095233511061
"DE262",14.4032972228664,0,15.239967020824,11.4814347978789,11.5643787465591
"DE113",13.2938824805583,14.3306983695395,14.5859885723897,10.6291987239693,10.6725535646538
"DE268",15.5673021816718,16.6003327699918,13.1897409770418,10.4920794487081,10.4674652421032
"DE25B",7.34169985841217,10.1550241783516,11.3585108614293,10.3503504893402,10.2995082018163
"DE259",0,0,13.7960835803029,10.3624302344224,10.369012417072
"DE132",11.7280368445872,11.7280368445872,12.9070987060388,10.3247932008634,10.3024649945087
"DE25C",8.60337088765729,14.173860822769,14.874729886112,10.3642927556775,10.3672530148147
"DE725",0,13.0789442737304,14.453228509077,10.2391737660364,10.2164718078501
"DE214",12.9002825445381,13.6182821602504,13.5766186496819,10.7940501358376,10.8104751440841
"DE125",15.3745843494586,16.0932306250681,16.1432189634671,10.9764058941124,10.9490330452675
"DE216",0,0,14.3176989842999,10.3381877859126,10.3101519412198
"DE236",0,10.7765364373237,14.4735664630284,10.5821554118312,10.5747213797842
"DE27A",0,0,11.0020998412042,10.5208060505998,10.5489664393946
"DE139",0,13.351106985944,13.6859824037185,10.4262911530615,10.4350859211174
"DEB3B",0,12.2647082317026,14.9071366398199,10.1186392539208,10.1302644950828
"DE26C",0,0,10.4631033404715,10.2540739991343,10.2679570399408
"DE138",12.3020189865774,12.5810785461536,13.3141896212125,10.5269630598468,10.46729454509
"DE21N",9.58881676123617,13.2670333715065,13.2417165870994,10.6749374663532,10.6305771172714
"DEA19",0,13.6869876343741,15.1396891261026,10.3778566392915,10.3719900556556
"DE277",0,0,13.3883015555198,10.5172938624107,10.4818690157529
"DE127",13.3233383447529,12.9541675806298,12.5352459884871,10.3459915080793,10.3382525296892
"DE215",0,8.09657383553639,9.36234016888375,10.440653211634,10.4113889047849
"DEB34",0,12.5240855977018,13.7115637924905,11.2372378373668,11.2923660718413
"DE265",13.5883143682933,13.913330721486,16.1454189466072,10.4185541705594,10.3893645309382
"DE219",0,9.30184331343755,0,10.4981670736954,10.4817848914171
"DE227",8.42193114378687,9.83351652423832,6.87264610186857,10.5770695776012,10.523499364733
"DE278",8.14612951002541,15.4800677696195,16.1732149501794,10.7477235874589,10.7295909603447
"DE22B",12.958427742893,10.0718292757855,9.24314487211082,10.2717352728275,10.2371343728538
"DE273",0,15.4611068069517,15.7529227970828,10.8992177332367,10.876290934234
"DEB38",0,11.7087330090028,12.6443275764613,10.8398749861094,10.8709845750131
"DE261",0,13.5755598883337,14.2687070688936,11.1238453861114,11.1946192229746
"DEB1C",0,10.3089526606443,13.8751307539453,10.3954361205324,10.3354972158664
"DE25A",0,0,0,10.3565675312521,10.3107510425857
"DE21D",14.6389741247999,14.6389741247999,0,10.3428708788478,10.3192989526984
"DE267",8.29964064791519,14.8464665291781,15.0651782648857,10.3916380272629,10.3817693232261
"DE241",7.0475172213573,7.74066440191724,0,11.0732259911893,11.0672163202919
"DE116",0,13.302295057383,14.1113634000762,10.4842496025013,10.4838019248217
"DE13A",0,12.2060726455302,12.2060726455302,10.3384790999026,10.3494866136846
"DE255",0,10.1911696249879,9.49802244442796,10.5193756475491,10.5095233511061
"DE115",0,0,12.6115377536383,10.6877543264636,10.7586260234168
"DE257",9.10497985631836,7.81062299052415,7.11747580996421,10.4990219042291,10.5615255559825
"DE224",0,14.2584855148221,13.8813057859899,10.657917961513,10.6180537004694
"DE252",0,0,10.3656480043208,11.5670253172871,11.4849682794556
"DE274",0,0,10.103116387268,11.0146869567097,11.0157890483278
